OBJECTID,COMPKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,BIKE_FACIL,RACK_CAPAC,DELINEATOR,FINISH_TYP,SURFACE_TY,INSTALL_DA,MOUNT_TYPE,COLOR,MANUFACTUR,MODEL_TYPE,CONDITION,ASSET_COND,CONDITION_,LATITUDE,LONGITUDE,Rack Location
517806,517806,16,16756,231,22,BKR-106,BKR,NE 41ST ST 0130 BLOCK N SIDE ( 208) 51 FT W/O UNIVERSITY WAY NE,SGL,2,False,GALV,PCC,2006-04-07T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-24T00:00:00,47.6569,-122.3135,"{'latitude': '47.6569', 'longitude': '-122.3135', 'needs_recoding': False}"
517808,517808,16,16756,73,22,BKR-194,BKR,NE 41ST ST 0130 BLOCK N SIDE (  50) 50 FT E/O BROOKLYN AVE NE,SGL,2,False,GALV,PCC,2006-04-07T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-24T00:00:00,47.6569,-122.3141,"{'latitude': '47.6569', 'longitude': '-122.3141', 'needs_recoding': False}"
517811,517811,16,16757,128,-24,BKR-150,BKR,NE 41ST ST 0140 BLOCK S SIDE ( 106) 106 FT E/O UNIVERSITY WAY NE,SGL,2,False,GALV,PCC,2006-04-07T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-24T00:00:00,47.6568,-122.3127,"{'latitude': '47.6568', 'longitude': '-122.3127', 'needs_recoding': False}"
517812,517812,16,16757,102,-24,BKR-1748,BKR,NE 41ST ST 0140 BLOCK S SIDE (  80) 80 FT E/O UNIVERSITY WAY NE,SGL,2,False,GALV,PCC,2002-03-06T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-24T00:00:00,47.6568,-122.3128,"{'latitude': '47.6568', 'longitude': '-122.3128', 'needs_recoding': False}"
517813,517813,16,13668,47,-17,BKR-329,BKR,WOODLAWN AVE N 0340 BLOCK E SIDE (  34) 34 FT N/O N 34TH ST,SGL,2,False,GALV,PCC,2002-11-25T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-30T00:00:00,47.6482,-122.3387,"{'latitude': '47.6482', 'longitude': '-122.3387', 'needs_recoding': False}"
517814,517814,16,16269,33,-17,BKR-2661,BKR,NE 107TH ST 0250 BLOCK S SIDE (  20) 20 FT E/O LAKE CITY WAY NE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-17T00:00:00,47.7067,-122.3015,"{'latitude': '47.7067', 'longitude': '-122.3015', 'needs_recoding': False}"
517815,517815,16,11338,107,27,BKR-2419,BKR,LEARY WAY NW 0400 BLOCK SW SIDE (  84) 84 FT NW/O NW 40TH ST,SGL,8,False,GALV,PCC,,SUFMT,NONE,OTHER,,GOOD,GOOD,2009-07-31T00:00:00,47.6563,-122.3622,"{'latitude': '47.6563', 'longitude': '-122.3622', 'needs_recoding': False}"
517816,517816,16,12965,182,-17,BKR-2870,BKR,STONE WAY N 0425 BLOCK E SIDE ( 169) 78 FT S/O N 43RD ST,SGL,2,False,GALV,PCC,2009-08-13T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-08-21T00:00:00,47.6589,-122.3422,"{'latitude': '47.6589', 'longitude': '-122.3422', 'needs_recoding': False}"
517817,517817,16,12965,209,-17,BKR-2871,BKR,STONE WAY N 0425 BLOCK E SIDE ( 196) 51 FT S/O N 43RD ST,SGL,2,False,GALV,PCC,2009-08-13T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-21T00:00:00,47.659,-122.3422,"{'latitude': '47.659', 'longitude': '-122.3422', 'needs_recoding': False}"
517818,517818,16,9659,136,30,BKR-518,BKR,CHERRY ST 0010 BLOCK NW SIDE ( 111) 111 FT NE/O 1ST AVE,SGL,2,False,GALV,PCC,2000-05-31T00:00:00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-10-15T00:00:00,47.6028,-122.3339,"{'latitude': '47.6028', 'longitude': '-122.3339', 'needs_recoding': False}"
517819,517819,16,9668,44,22,BKR-608,BKR,CHERRY ST 0100 BLOCK NW SIDE (  29) 29 FT NE/O TERRY AVE,SGL,2,False,GALV,PCC,2002-11-22T00:00:00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,,47.6068,-122.3242,"{'latitude': '47.6068', 'longitude': '-122.3242', 'needs_recoding': False}"
517820,517820,16,12968,116,-17,BKR-1599,BKR,STONE WAY N 0446 BLOCK E SIDE ( 103) 103 FT N/O N ALLEN PL,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-29T00:00:00,47.661,-122.3421,"{'latitude': '47.661', 'longitude': '-122.3421', 'needs_recoding': False}"
517821,517821,16,12968,132,-17,BKR-1601,BKR,STONE WAY N 0446 BLOCK E SIDE ( 119) 115 FT S/O N 45TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-29T00:00:00,47.661,-122.3421,"{'latitude': '47.661', 'longitude': '-122.3421', 'needs_recoding': False}"
517822,517822,16,12968,54,17,BKR-2502,BKR,STONE WAY N 0446 BLOCK W SIDE (  41) 41 FT N/O N ALLEN PL,SGL,2,False,GALV,PCC-PAD,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-30T00:00:00,47.6608,-122.3422,"{'latitude': '47.6608', 'longitude': '-122.3422', 'needs_recoding': False}"
517823,517823,16,12970,140,-17,BKR-1656,BKR,STONE WAY N 0460 BLOCK SE SIDE ( 127) 127 FT NE/O N 46TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-28T00:00:00,47.6624,-122.3418,"{'latitude': '47.6624', 'longitude': '-122.3418', 'needs_recoding': False}"
517824,517824,16,12990,119,-17,BKR-977,BKR,SUMMIT AVE E 0010 BLOCK E SIDE ( 106) 17 FT S/O E OLIVE WAY,SGL,2,False,GALV,PCC,2009-04-14T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-21T00:00:00,47.6188,-122.3252,"{'latitude': '47.6188', 'longitude': '-122.3252', 'needs_recoding': False}"
517825,517825,16,11368,63,-28,BKR-1964,BKR,LENORA ST 0020 BLOCK SE SIDE (  45) 45 FT NE/O 2ND AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-15T00:00:00,47.6126,-122.3428,"{'latitude': '47.6126', 'longitude': '-122.3428', 'needs_recoding': False}"
517826,517826,16,11369,143,29,BKR-1072,BKR,LENORA ST 0030 BLOCK NW SIDE ( 116) 116 FT NE/O 3RD AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-15T00:00:00,47.6135,-122.3419,"{'latitude': '47.6135', 'longitude': '-122.3419', 'needs_recoding': False}"
517827,517827,16,11369,71,29,BKR-1073,BKR,LENORA ST 0030 BLOCK NW SIDE (  44) 44 FT NE/O 3RD AVE,SGL,2,False,GALV,OTHER,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-15T00:00:00,47.6134,-122.3421,"{'latitude': '47.6134', 'longitude': '-122.3421', 'needs_recoding': False}"
517828,517828,16,14359,67,-17,BKR-1198,BKR,E MADISON ST 0262 BLOCK SE SIDE (  54) 0 FT SW/O 27TH N AVE E,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-22T00:00:00,47.6227,-122.2973,"{'latitude': '47.6227', 'longitude': '-122.2973', 'needs_recoding': False}"
517829,517829,16,10573,285,34,BKR-2513,BKR,FUHRMAN AVE E 0290 BLOCK SW SIDE ( 255) 72 FT SE/O E GWINN PL,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-19T00:00:00,47.6475,-122.3178,"{'latitude': '47.6475', 'longitude': '-122.3178', 'needs_recoding': False}"
517830,517830,16,15542,127,17,BKR-1658,BKR,N 45TH ST 0130 BLOCK N SIDE ( 114) 114 FT E/O STONE WAY N,SGL,2,False,GALV,PCC,,SUFMT,NONE,OTHER,BKR-RLTYP,GOOD,GOOD,2009-07-28T00:00:00,47.6614,-122.3416,"{'latitude': '47.6614', 'longitude': '-122.3416', 'needs_recoding': False}"
517831,517831,16,15542,104,17,BKR-1659,BKR,N 45TH ST 0130 BLOCK N SIDE (  91) 91 FT E/O STONE WAY N,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-28T00:00:00,47.6614,-122.3417,"{'latitude': '47.6614', 'longitude': '-122.3417', 'needs_recoding': False}"
517832,517832,16,15542,71,-17,BKR-564,BKR,N 45TH ST 0130 BLOCK S SIDE (  58) 58 FT E/O STONE WAY N,SGL,2,False,GALV,PCC,2002-03-13T00:00:00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-28T00:00:00,47.6613,-122.3419,"{'latitude': '47.6613', 'longitude': '-122.3419', 'needs_recoding': False}"
517834,517834,16,15545,82,17,BKR-2091,BKR,N 45TH ST 0160 BLOCK N SIDE (  69) 69 FT E/O WOODLAWN E AVE N,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-28T00:00:00,47.6614,-122.3382,"{'latitude': '47.6614', 'longitude': '-122.3382', 'needs_recoding': False}"
517835,517835,16,15545,50,-17,BKR-2092,BKR,N 45TH ST 0160 BLOCK S SIDE (  37) 37 FT E/O WOODLAWN E AVE N,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-28T00:00:00,47.6613,-122.3384,"{'latitude': '47.6613', 'longitude': '-122.3384', 'needs_recoding': False}"
517836,517836,16,15545,160,17,BKR-2093,BKR,N 45TH ST 0160 BLOCK N SIDE ( 147) 43 FT W/O DENSMORE W AVE N,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-28T00:00:00,47.6614,-122.3379,"{'latitude': '47.6614', 'longitude': '-122.3379', 'needs_recoding': False}"
517837,517837,16,14105,128,-20,BKR-167,BKR,E HARRISON ST 0090 BLOCK S SIDE ( 101) 115 FT W/O 10TH AVE E,SGL,2,False,GALV,PCC,2006-10-20T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-22T00:00:00,47.6219,-122.3204,"{'latitude': '47.6219', 'longitude': '-122.3204', 'needs_recoding': False}"
517838,517838,16,14105,83,-20,BKR-249,BKR,E HARRISON ST 0090 BLOCK S SIDE (  56) 56 FT E/O BROADWAY E,SGL,2,False,GALV,PCC,2006-10-20T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-21T00:00:00,47.6219,-122.3206,"{'latitude': '47.6219', 'longitude': '-122.3206', 'needs_recoding': False}"
517839,517839,16,10578,223,-34,BKR-1699,BKR,FUHRMAN AVE E 0322 BLOCK NE SIDE ( 193) 109 FT SE/O EASTLAKE AVE E,SGL,2,False,GALV,PCC,2008-08-25T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-19T00:00:00,47.6513,-122.3209,"{'latitude': '47.6513', 'longitude': '-122.3209', 'needs_recoding': False}"
517840,517840,16,10597,141,17,BKR-877,BKR,GALER ST 0020 BLOCK N SIDE ( 128) 128 FT E/O 2ND E AVE N,SGL,10,False,GALV,PCC,2009-04-13T00:00:00,SUFMT,NONE,BKR-CORA,BKR-W7510,FAIR,FAIR,2009-08-28T00:00:00,47.6324,-122.3521,"{'latitude': '47.6324', 'longitude': '-122.3521', 'needs_recoding': False}"
517841,517841,16,17105,192,-17,BKR-127,BKR,NE 58TH ST 0120 BLOCK S SIDE ( 179) 46 FT W/O BROOKLYN AVE NE,SGL,6,False,GALV,PCC,2007-08-13T00:00:00,SUFMT,NONE,BKR-CORA,BKR-W3606,GOOD,GOOD,2009-08-17T00:00:00,47.6712,-122.3144,"{'latitude': '47.6712', 'longitude': '-122.3144', 'needs_recoding': False}"
517842,517842,16,9926,232,-17,BKR-1641,BKR,DAYTON AVE N 0840 BLOCK E SIDE ( 219) 29 FT S/O N 85TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-03T00:00:00,47.6905,-122.3525,"{'latitude': '47.6905', 'longitude': '-122.3525', 'needs_recoding': False}"
517843,517843,16,10220,37,27,BKR-944,BKR,ELLIOTT AVE W 0110 BLOCK SW SIDE (  14) 14 FT NW/O W PROSPECT ST,SGL,2,False,GALV,PCC,2007-08-13T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-13T00:00:00,47.6286,-122.3712,"{'latitude': '47.6286', 'longitude': '-122.3712', 'needs_recoding': False}"
517844,517844,16,10220,68,27,BKR-945,BKR,ELLIOTT AVE W 0110 BLOCK SW SIDE (  45) 45 FT NW/O W PROSPECT ST,SGL,2,False,GALV,PCC,2007-08-13T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-13T00:00:00,47.6287,-122.3713,"{'latitude': '47.6287', 'longitude': '-122.3713', 'needs_recoding': False}"
517845,517845,16,9450,360,-36,BKR-1387,BKR,BROADWAY 0180 BLOCK E SIDE ( 348) 52 FT S/O E DENNY WAY,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-21T00:00:00,47.6186,-122.3207,"{'latitude': '47.6186', 'longitude': '-122.3207', 'needs_recoding': False}"
517846,517846,16,9450,47,34,BKR-1390,BKR,BROADWAY 0180 BLOCK W SIDE (  47) 47 FT N/O E HOWELL ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-21T00:00:00,47.6177,-122.321,"{'latitude': '47.6177', 'longitude': '-122.321', 'needs_recoding': False}"
517847,517847,16,9451,152,-37,BKR-1482,BKR,BROADWAY E 0010 BLOCK E SIDE ( 139) 139 FT N/O E DENNY WAY,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-21T00:00:00,47.6192,-122.3207,"{'latitude': '47.6192', 'longitude': '-122.3207', 'needs_recoding': False}"
517848,517848,16,9451,67,36,BKR-1336,BKR,BROADWAY E 0010 BLOCK W SIDE (  53) 53 FT N/O E DENNY WAY,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-07-21T00:00:00,47.6189,-122.321,"{'latitude': '47.6189', 'longitude': '-122.321', 'needs_recoding': False}"
517849,517849,16,9451,61,36,BKR-1696,BKR,BROADWAY E 0010 BLOCK W SIDE (  47) 47 FT N/O E DENNY WAY,SGL,2,False,GALV,PCC,2004-10-21T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-07-21T00:00:00,47.6189,-122.321,"{'latitude': '47.6189', 'longitude': '-122.321', 'needs_recoding': False}"
517850,517850,16,9452,339,36,BKR-1333,BKR,BROADWAY E 0020 BLOCK W SIDE ( 319) 81 FT S/O E THOMAS ST,SGL,2,False,GALV,PCC,,STBS,NONE,OTHER,BKR-RLTYP,GOOD,GOOD,2009-07-21T00:00:00,47.6208,-122.321,"{'latitude': '47.6208', 'longitude': '-122.321', 'needs_recoding': False}"
517851,517851,16,9452,227,36,BKR-1334,BKR,BROADWAY E 0020 BLOCK W SIDE ( 207) 193 FT S/O E THOMAS ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,OTHER,BKR-NCONF,GOOD,GOOD,2009-07-21T00:00:00,47.6205,-122.321,"{'latitude': '47.6205', 'longitude': '-122.321', 'needs_recoding': False}"
517852,517852,16,9452,70,36,BKR-1335,BKR,BROADWAY E 0020 BLOCK W SIDE (  50) 50 FT N/O E OLIVE WAY,SGL,4,False,GALV,PCC,,SUFMT,NONE,BKR-CORA,BKR-W2704,GOOD,GOOD,2009-07-21T00:00:00,47.6201,-122.321,"{'latitude': '47.6201', 'longitude': '-122.321', 'needs_recoding': False}"
517853,517853,16,9452,79,-39,BKR-1488,BKR,BROADWAY E 0020 BLOCK E SIDE (  60) 60 FT N/O E OLIVE WAY,SGL,2,False,GALV,PCC,,STBS,NONE,OTHER,BKR-RLTYP,GOOD,GOOD,2009-07-21T00:00:00,47.6201,-122.3207,"{'latitude': '47.6201', 'longitude': '-122.3207', 'needs_recoding': False}"
517858,517858,16,9456,159,-36,BKR-1492,BKR,BROADWAY E 0060 BLOCK E SIDE ( 146) 114 FT S/O E ROY E ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-21T00:00:00,47.6247,-122.3208,"{'latitude': '47.6247', 'longitude': '-122.3208', 'needs_recoding': False}"
517859,517859,16,9456,222,-36,BKR-1493,BKR,BROADWAY E 0060 BLOCK E SIDE ( 209) 51 FT S/O E ROY E ST,SGL,2,False,GALV,PCC,2009-07-20T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-21T00:00:00,47.6249,-122.3208,"{'latitude': '47.6249', 'longitude': '-122.3208', 'needs_recoding': False}"
517860,517860,16,9456,195,36,BKR-1521,BKR,BROADWAY E 0060 BLOCK W SIDE ( 182) 78 FT S/O E ROY E ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-21T00:00:00,47.6248,-122.3211,"{'latitude': '47.6248', 'longitude': '-122.3211', 'needs_recoding': False}"
517861,517861,16,9456,232,36,BKR-1523,BKR,BROADWAY E 0060 BLOCK W SIDE ( 219) 41 FT S/O E ROY E ST,SGL,2,False,GALV,PCC,,STBS,NONE,OTHER,BKR-RLTYP,GOOD,GOOD,2009-07-21T00:00:00,47.6249,-122.3211,"{'latitude': '47.6249', 'longitude': '-122.3211', 'needs_recoding': False}"
517862,517862,16,9456,102,36,BKR-1525,BKR,BROADWAY E 0060 BLOCK W SIDE (  89) 89 FT N/O E MERCER ST,SGL,2,False,GALV,PCC,,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-21T00:00:00,47.6245,-122.3211,"{'latitude': '47.6245', 'longitude': '-122.3211', 'needs_recoding': False}"
517864,517864,16,12994,279,-21,BKR-817,BKR,SUMMIT AVE E 0030 BLOCK E SIDE ( 261) 133 FT S/O E HARRISON ST,SGL,2,False,GALV,PCC,1989-03-18T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-21T00:00:00,47.6216,-122.3252,"{'latitude': '47.6216', 'longitude': '-122.3252', 'needs_recoding': False}"
517868,517868,16,12998,258,-17,BKR-1188,BKR,SUMMIT AVE E 0070 BLOCK E SIDE ( 245) 225 FT S/O BELMONT S AVE E,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-20T00:00:00,47.6258,-122.3253,"{'latitude': '47.6258', 'longitude': '-122.3253', 'needs_recoding': False}"
517869,517869,16,12998,137,-17,BKR-1189,BKR,SUMMIT AVE E 0070 BLOCK E SIDE ( 124) 124 FT N/O E ROY ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-20T00:00:00,47.6255,-122.3253,"{'latitude': '47.6255', 'longitude': '-122.3253', 'needs_recoding': False}"
517870,517870,16,14221,288,-34,BKR-1176,BKR,E JEFFERSON ST 0130 BLOCK S SIDE ( 258) 4 FT W/O 14TH AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-23T00:00:00,47.6061,-122.3143,"{'latitude': '47.6061', 'longitude': '-122.3143', 'needs_recoding': False}"
517871,517871,16,14379,286,34,BKR-2801,BKR,E MADISON ST 0419 BLOCK NW SIDE ( 256) 69 FT SW/O 42ND AVE E,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-19T00:00:00,47.6353,-122.2789,"{'latitude': '47.6353', 'longitude': '-122.2789', 'needs_recoding': False}"
517872,517872,16,14379,180,34,BKR-755,BKR,E MADISON ST 0419 BLOCK NW SIDE ( 150) 150 FT NE/O 41ST E AVE E,SGL,2,False,GALV,PCC,2009-03-18T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-19T00:00:00,47.6351,-122.2792,"{'latitude': '47.6351', 'longitude': '-122.2792', 'needs_recoding': False}"
517873,517873,16,14276,62,34,BKR-2337,BKR,E LAKE WASHINGTON BLVD 0220 BLOCK N SIDE (  32) 32 FT E/O MONTLAKE BLVD E,SGL,1,False,GALV,PCC,,SUFMT,GRN,OTHER,BKR-NCONF,,,2009-09-25T00:00:00,47.6441,-122.3039,"{'latitude': '47.6441', 'longitude': '-122.3039', 'needs_recoding': False}"
517874,517874,16,14276,68,34,BKR-2852,BKR,E LAKE WASHINGTON BLVD 0220 BLOCK N SIDE (  38) 38 FT E/O MONTLAKE BLVD E,SGL,1,False,GALV,PCC,,SUFMT,GRN,OTHER,BKR-NCONF,POOR,POOR,2009-09-25T00:00:00,47.6441,-122.3039,"{'latitude': '47.6441', 'longitude': '-122.3039', 'needs_recoding': False}"
517875,517875,16,14276,60,34,BKR-485,BKR,E LAKE WASHINGTON BLVD 0220 BLOCK N SIDE (  30) 30 FT E/O MONTLAKE BLVD E,SGL,2,False,GALV,PCC,2009-03-23T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,FAIR,FAIR,2009-08-19T00:00:00,47.6441,-122.3039,"{'latitude': '47.6441', 'longitude': '-122.3039', 'needs_recoding': False}"
517876,517876,16,14276,65,34,BKR-2784,BKR,E LAKE WASHINGTON BLVD 0220 BLOCK N SIDE (  35) 35 FT E/O MONTLAKE BLVD E,SGL,1,False,GALV,PCC,,SUFMT,GRN,OTHER,BKR-NCONF,,,2009-09-25T00:00:00,47.6441,-122.3039,"{'latitude': '47.6441', 'longitude': '-122.3039', 'needs_recoding': False}"
517877,517877,16,13793,188,17,BKR-2810,BKR,E ALDER ST 0275 BLOCK N SIDE ( 175) 30 FT W/O 28TH AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-19T00:00:00,47.6043,-122.296,"{'latitude': '47.6043', 'longitude': '-122.296', 'needs_recoding': False}"
517880,517880,16,13649,262,17,BKR-2200,BKR,WOODLAND PARK AVE N 0360 BLOCK W SIDE ( 249) 249 FT N/O N 36TH ST,SGL,2,False,GALV,AC,,STBS,NONE,BKR-DERO,,GOOD,GOOD,2009-07-30T00:00:00,47.6513,-122.3441,"{'latitude': '47.6513', 'longitude': '-122.3441', 'needs_recoding': False}"
517881,517881,16,13660,220,-17,BKR-1059,BKR,WOODLAND PARK AVE N 0445 BLOCK E SIDE ( 207) 7 FT S/O N ALLEN PL,SGL,2,False,GALV,ST,2009-04-16T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-07-30T00:00:00,47.6606,-122.3445,"{'latitude': '47.6606', 'longitude': '-122.3445', 'needs_recoding': False}"
517882,517882,16,17528,193,-17,BKR-1912,BKR,NE 75TH ST 0300 BLOCK S SIDE ( 180) 70 FT W/O 31ST AVE NE,SGL,2,False,GALV,PCC,2009-03-18T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-08-17T00:00:00,47.683,-122.2951,"{'latitude': '47.683', 'longitude': '-122.2951', 'needs_recoding': False}"
517883,517883,16,14679,49,17,BKR-2279,BKR,E PROSPECT ST 0190 BLOCK N SIDE (  36) 36 FT E/O 19TH AVE E,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-18T00:00:00,47.6287,-122.3071,"{'latitude': '47.6287', 'longitude': '-122.3071', 'needs_recoding': False}"
517884,517884,16,14224,280,-34,BKR-1218,BKR,E JEFFERSON ST 0160 BLOCK S SIDE ( 250) 12 FT W/O 17TH AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-23T00:00:00,47.6061,-122.3104,"{'latitude': '47.6061', 'longitude': '-122.3104', 'needs_recoding': False}"
517885,517885,16,15185,230,-17,BKR-334,BKR,N 135TH ST 0170 BLOCK S SIDE ( 217) 90 FT W/O WALLINGFORD AVE N,SGL,10,False,GALV,AC,2009-03-18T00:00:00,SUFMT,NONE,BKR-CORA,BKR-W7510,GOOD,GOOD,2009-08-17T00:00:00,47.7268,-122.3373,"{'latitude': '47.7268', 'longitude': '-122.3373', 'needs_recoding': False}"
517886,517886,16,15185,223,-17,BKR-335,BKR,N 135TH ST 0170 BLOCK S SIDE ( 210) 97 FT W/O WALLINGFORD AVE N,SGL,10,False,GALV,AC,2009-03-18T00:00:00,SUFMT,NONE,BKR-CORA,BKR-W7510,FAIR,FAIR,2009-08-17T00:00:00,47.7268,-122.3374,"{'latitude': '47.7268', 'longitude': '-122.3374', 'needs_recoding': False}"
517887,517887,16,14308,260,-17,BKR-212,BKR,E LYNN ST 0010 BLOCK S SIDE ( 247) 27 FT W/O EASTLAKE AVE E,SGL,2,False,GALV,PCC,2008-04-23T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-27T00:00:00,47.6397,-122.3261,"{'latitude': '47.6397', 'longitude': '-122.3261', 'needs_recoding': False}"
517888,517888,16,14308,256,17,BKR-2785,BKR,E LYNN ST 0010 BLOCK N SIDE ( 243) 31 FT W/O EASTLAKE AVE E,SGL,2,False,GALV,PCC-PAD,2009-08-01T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-19T00:00:00,47.6398,-122.3261,"{'latitude': '47.6398', 'longitude': '-122.3261', 'needs_recoding': False}"
517889,517889,16,18532,395,17,BKR-866,BKR,NW 61ST ST 0140 BLOCK S SIDE ( 382) 241 FT E/O 15TH AVE NW,SGL,2,False,GALV,PCC,2008-09-22T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-30T00:00:00,47.673,-122.3752,"{'latitude': '47.673', 'longitude': '-122.3752', 'needs_recoding': False}"
517890,517890,16,13361,299,17,BKR-2255,BKR,WALLINGFORD AVE N 0330 BLOCK W SIDE ( 286) 36 FT S/O N 34TH ST,SGL,2,False,GALV,PCC,2009-08-13T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-07-30T00:00:00,47.6479,-122.3364,"{'latitude': '47.6479', 'longitude': '-122.3364', 'needs_recoding': False}"
